Title,Artist,pre_clean
Look at Me Now,Kirk_Franklin,persecuted  criticized  been denied and abandoned  pushed away  given away  some days i couldn t imagine  getting harder  getting colder  was hard for me to see  tired of runnin   tired of hurtin   even got tired of me  tired of cryin   tired of tryin  to forget my mistakes  tired of bein  in this storm  how much more can i take  many nights in my life  tell me why  i shed more tears  my eyes would allow  and after all that    chorus  look at me now   i m stronger this time around   not because i was so good  but somehow  you looked past where i was  and you knew i d come through cause you loved me  look at me know   so many didn t make it through  that s why this heart belongs to only you   how can i complain  bout the pain i went through  cause it grew me  look at me now    had no hope  had no future  even too hard to dream  no one told me   boy  you can be whatever you want to be   then you saved me and you gave me reason to breathe again  not perfect  ya ll  but i m gon  run  til i make it to the end   it ain t easy when your life s filled with wounds that won t heal   and you fight through the lies trying to find what s for real  everyone wants the prize but they can t stand the pain  the strength i needed it came that night i cried out your name  to my people in the struggle  all my soldiers and believers  to my survivors of rita  katrina and even fema   all things are working together for our good     chorus  look at me now   i m stronger this time around   not because i was so good  but somehow  you looked past where i was  and you knew i d come through cause you loved me  look at me know   so many didn t make it through  that s why this heart belongs to only you   how can i complain  bout the pain i went through  cause it grew me  look at me now     bridge  yes  i ve seen some hard times  some bad choices that i ve made fell back on me  but now it s time to move on  move on  can t let my past hold down my destiny  and even though i don t always know  why you allow the night to last so long  but when i see the sunlight  it was only to make me strong   look at me   look at me   look at me   look at me  look at me   chorus  look at me now   i m stronger this time around   not because i was so good  but somehow  you looked past where i was  and you knew i d come through cause you loved me  look at me know   so many didn t make it through  that s why this heart belongs to only you   how can i complain  bout the pain i went through  cause it grew me  look at me now    i m better now  i m closer now   i m thankful now  i m happy now   look at me  look at me   i m stronger now  i m patient now   i m grateful now  i ll praise you now   look at me  look at me 
September,Kirk_Franklin,wow  it s your boy let s go this is a tribute right here and it s about to go down  do you remember twenty first night of september  before you go cold like december and all you saw a cloudy day  and i remember that day when you surrender you start turning  cause you remember the season it won t last away  ba de ya  tell me you remember ba de ya  and your heart felt like september you still had the joy and god was just a prayer away  ba doo doop ba doop  ba doo doop ba doop  i can see clearly now  ba doo doop ba doop  ba doo doop ba doop  the sun is much brighter now  ba doo doop ba doop  ba doo doop ba doop  the season it won t last away   sing like forever you said when will my life get better  i m tired of stormy weather but the sun always shines in day  so just remember the next time you feel like december remember the night in september when god wiped all your tears away  ba de ya  tell me you remember ba de ya  and your heart felt like september you still had the joy and god was just a prayer away  ba de ya  tell me you remember ba de ya  and your heart felt like september you still had the joy and god was just a prayer away  everybody has a september in their life you know  that first time you heart god s voice oh  you felt his love  so no matter what season you re in right now after winter comes spring so if you love my jesus help me sing  ba de ya  tell me you remember ba de ya  and your heart felt like september you still had the joy and god was just a prayer away  ba de ya  tell me you remember ba de ya  and your heart felt like september you still had the joy and god was just a prayer away  ba de ya  i can see clearly now  ba de ya  the sun is much brighter now  ba de ya  the season it won t last away   ba de ya  i can see clearly now  ba de ya  the sun is much brighter now  ba de ya  the season it won t last away   ba de ya  i can see clearly now  ba de ya  the sun is much brighter now  ba de ya  the season it won t last away 
Made to Love,Kirk_Franklin,the dream is fading  now i m staring at the door i know it s over  cause my feet have hit the cold floor check my reflection  i ain t feelin  what i see it s no mystery whatever happened to a passion i could live for  what became of the flame that made me feel more  and when did i forget that  i was made to love you i was made to find you i was made just for you made to adore you i was made to love and be loved by you you were here before me you were waiting on me and you said you d keep me never would you leave me  i was made to love and be loved by you  the dream s alive with my eyes opened wide back in the ring  you ve got me swinging for the grand prize i feel the haters spittin  vapors on my dreams but i still believe i m reachin  out  reachin  up  reachin  over i feel a breeze cover me called jehovah and  daddy  i m on my way  cause i was made to love  i was made to love you i was made to find you i was made just for you made to adore you i was made to love and be loved by you you were here before me you were waiting on me and you said you d keep me never would you leave me  i was made to love and be loved by you  i was made to love you i was made just for you made to adore you i was made to love and be loved by you you were here before me you were waiting on me and you said you d keep me never would you leave me  i was made to love and be loved by you   nah nah nah nah  nah nah nah nah nah   nah nah nah nah  nah nah nah nah nah   anything i would give up for you  nah nah nah nah nah  everything  i d give it all away  nah nah nah nah nah  anything i would give up for you  nah nah nah nah nah  everything  i d give it all away  nah nah nah nah nah  anything i would give up for you  nah nah nah nah nah  everything  i d give it  i d give it all away  oh yeah   cause i was made to love you  i was made to love you  yeah  i was made to love you  i was made to find you   cause i was made to love you   i was made to adore you  made just for you  nah nah nah nah nah  i was made to love you   i was made to adore you  made just for you   cause i was made to love you   i was made to adore you  made just for you  nah nah nah nah nah  i was made to love you  i was made to adore you   yeah  i m loved by you yeah  i m loved by you  nah nah nah nah nah  yeah  i m loved by you  nah nah nah nah nah   nah nah nah nah nah   nah nah nah nah nah 
I'm for You,Kirk_Franklin,tell me where its hurting  are you burning   running just to catch your breath  and going nowhere  it s getting old when you feel like you got nothing left  well it ain t over  til it s over  i told you since the day we met  so let me be the voice through all the noise  whatever i gotta be  i ll be for you    whatever you need from me  to see you through  everyone of us has stumbled  everybody s humbled  we hit the ground and our lives crumble    whatever i gotta be  i ll be for you  i m for you   if you never knew  if you never knew  i m for you  you know it s true    i know the feeling  i know it s real when the drama s all in your face  you see a mountain   i hear a promise   it s never more than we can take  well it ain t over   til it s over  we can learn from our mistakes  so let me be the voice through all the noise    everyone of us will fall  have our backs against the wall  and everyone shares a need to be loved    you ve always been for me  so i will be for you  that s just what it means to love    whatever i gotta be  i ll be for you  i m for you   if you never knew  if you never knew  i m for you  you know it s true    whatever i gotta be  i ll be for you  i m for you   if you never knew  if you never knew  i m for you  you know it s true    everytime you fall  i ll be for you   if you back s against the wall  i ll be for you   cause you ve always been for me  i ll be for you   i ll be for you  i m for you   if you never knew   if you never knew    i m for you     i m for you  like your for me  like i m for you   i m for you  like your for me  like your for me  like i m for you   i m for you like your for me  like i m for you   i m for you like your for me  like your for me  like i m for you   i m for you like your for me  like your for me  like i m for you     i m for you
Lose My Soul,Kirk_Franklin,man i wanna tell you all something  man   man i m not gonna let these material thing s  get in my way  you all   i m trying to get somewhere   i m trying to get somewhere   that s real and pure and true and eternal     father god  i am clay in your hands   help me to stay that way through all life s demands    cause they chip and they nag and they pull at me   and every little thing i make up my mind to be   like i m gonna be a daddy whose in the mix   and i m gonna be a husband who stays legit   and i pray that i m an artist who rises above   the road that is wide and filled with self love   everything that i see draws me   though it s only in you that i can truly see that its a feast for the eyes  a low blow to purpose   and i m a little kid at a three ring circus     i don t want to gain the whole world  and lose my soul   don t wanna walk away  let me hear the people say   i don t want to gain the whole world  and lose my soul   don t wanna walk away  let me hear the people say     the paparazzi flashes  and that they think that it s you   but they don t know that who you are is not what you do   true  we get it twisted when we peak at the charts   yo before we part from the start   where s your heart   you a pimp  hustler   tell me what s your title   america has no more stars  now we call them idols   you sit idle  while we teach prosperity   the first thing to prosper should be inside of me   we re free  not because of 22 s on the range   but christ came in range  we said yes now we changed   not the same  even though i made a fall   since i got that call  no more saul  now i m paul    yep      i don t want to gain the whole world  and lose my soul   don t wanna walk away  let me hear the people say   i don t want to gain the whole world  and lose my soul   don t wanna walk away  let me hear the people say   don t wanna walk away   don t wanna walk away    how do i sense the tide that s rising   de sensitizing me from living in light of eternity   how do i sense the tide that s rising   it s hypnotizing me from living in light of eternity   how do i sense the tide that s rising   de sensitizing me from living in light of eternity      lord what we gonna do we re relying on you   all eyes are on you lord   all eyes are on you  all eyes are on you jesus      i don t want to gain the whole world  and lose my soul   don t wanna walk away  let me hear the people say    don t let me lose my soul  my soul    i don t want to gain the whole world  and lose my soul    this is my honesty  father  won t you cover me    i don t want to gain the whole world  and lose my soul    don t wanna walk away  and all those people say   i don t want to gain the whole world  and lose my soul    don t wanna lose  i don t wanna lose my soul      lord forgive us when we get consumed by the things of this world   that fight for our love  and our passion   as our eyes are open wide and on you   grant us the privilege of your world view   and may your kingdom be  what wakes us up  and lays us down      hallelujah  don t wanna lose our soul   no  don t wanna lose my soul      hey excuse me   i m looking for the after party   toby   ha ha  yeah  last door on the left  you ll hear it   thanks   no problem     don t let me lose my soul  i never wanna walk away   i don t wanna lose my soul   no  no  no   don t let me  don t let me  lose my soul   i don t wanna walk away   don t let me walk away   na na na na no   don t let me lose  my soul   i m never gonna walk away 
Declaration (This Is It!),Kirk_Franklin,check it out  y all  there ve been times in my life  i m tired and i wanna give up  i ve been wondering why  why is the world gettin  so crazy   still  somehow i believe  i ve come too far to die now  i always survive  if you re a survivor  get up  let s get it   gonna cry now  go ahead and get it out of my system i know i hurt now  but soon i gotta get back to livin  can t be here next year  givin  you these same tears i hope you enjoyed it  cause it s the last time you will take a piece of me  i start right now  i don t know how i m gonna get through it i know right now  i pray somehow cause i can t do it i can t keep livin  like this  there s gotta be more than this jesus  i m ready  i m ready for what you have for me   are you gonna wait for a sign   are you ready for your miracle god s people it s time to  stand up and fight  let s get it  let s get it  this is it  can t mess with my mind anymore  this is it  i m smarter  see i ve been here before  this is it  it s a new day  i m not afraid anymore  this is it  yes  i believe  if you believe  help me say this is it   i m a child of the king baby  look at somebody and tell  em  this is it   i look back now  i look at how you tried to break me to take my life  my peace of mind and drive me crazy my self esteem  my dreams  my destiny so  god allowed it  because he knew he had big plans for me  hallelujah    it s your grace  i know today it s how i made it  thank you  jesus  when i thought that it was over   lord  have mercy    are you gonna wait for a sign   are you ready for your miracle god s people it s time to  stand up and fight  let s get it  let s get it  this is it  can t mess with my mind anymore  this is it  i m smarter  see i ve been here before  this is it  it s a new day  i m not afraid anymore  this is it  yes  i believe  if you believe  help me say this is it   everybody that s been holdin  you down  look at  em and tell  em  this is it  i feel my help coming on right now  y all  you think that maybe it s over  you re life ain t over  not unless you want it to be   are you gonna wait for a sign   you re miracle  stand up and fight   this is it y all  this is it y all you ve been waitin  and debating  here it is  y all all your stuff from your past  shake it off y all though they said you wouldn t last  but who is y all  want your dreams back  let s get it  your peace of mind back  let s get it  want your family back  let s get it  are you ready  let s get it   this is it   i speak against everything that comes to destroy the purpose in your life  this is it  worrying about your finances  your future  when you can t even sleep at night  this is it  i speak against depression and fear  every attack from the enemy  this is it  this is your day  the lord made it baby  god has set you free   this is it   can t mess with my mind anymore  this is it  i m smarter  see i ve been here before  this is it  it s a new day  i m not afraid anymore  this is it  i wanna hear y all sing this with your boy  every body say  this is it   can t mess with my mind anymore  this is it  i m smarter  see i ve been here before  this is it  it s a new day  i m not afraid anymore  this is it  yes  i believe  if you believe  help me say  this is it 
Little Boy,Kirk_Franklin, verse 1  kirk franklin  little boy where you goin  tell me what ya gon  do  ya gon  be tell me what ya future is college in ya dreams  you like that money and dem shiny things got shot at 17  lord  at ya funeral we sing a sad song  sad song  ya mama s baby s gone i hear the preacher say rest in peace little boy   verse 2  kirk franklin  little girl where you goin  do you even know  you to young for dem clothes  i know you think you grown  but let him see your mind  not the crack of your behind baby take your time  and realize  tomorrow has trouble of it s own oh  and one mo  thing  you deserve a king cause you a queen baby girl   section  isaac carree  what happened to the days  when we knew the way  and we used to say jesus now everything is gray  when trouble comes we pray somethings gotta change   chorus  rance allen  i ve seen the lightning flashing and i heard    i heard the thunder roll  yes it did lord  see it won t be long  god s showing up our wrong get right church  before it s time to go home   verse 3  kirk franklin  mama  daddy what ya doin  ain t took a trip in years busy with both ya careers trying to make a mark even bought a house  but ya kids live at 106   park it s getting dark don t let the sun go down  now your children ain t around for ya  ain t around for ya  ain t no money in the world worth you losing family just tryin  to help ya see baby   section    chorus    bridge  rance allen and isaac carree  if we ever needed the lord before  we sho do need him now   verse 4  kirk franklin  preacherman where we goin  church what does it mean a talent show or lottery  i know i ve been guilty it starts inside of me together we can make a change and one mo  thing when you judge his name  be careful the preacher ain t your god  ain t your god  see his job is to give people jesus baby  jesus baby
How It Used to Be,Kirk_Franklin,i ain t gonna lie i can t even count the days or the many nights i tried living here alone a heart full of pride couldn t see the enemy was me i was blind and thought my second chance was gone a ship without a sail battered by the raging sea taking any love i can to try and stop the rain while waiting to exhale i finally got on my knees i know it s been a long time do you still remember my name   can i go back in time  can i have another try  but i can t change yesterday   chorus  oh i can t take another day without you cause this heart don t beat the same without you i forgot who i was got caught up in this world jesus i apologize i should ve lost my mind without you not another sleepless night without you jesus i m sorry and i m asking please make us how we used to be  i try and try to keep my mind on you but trouble keeps calling me every time a wound heals something else takes the healing away but even when i ve gone too far you don t even call my name mama said if you love let it go and if it comes back then it s back to stay you already knew i belong to only you i run to your arms and say   chorus   never knew a life so cold thought that things could fulfill my soul tried to find love on my own it was hard to admit i was wrong no money  no cars  no fame  no lies  no games my life is taken  now we ve come to the break tell me what you gone say  you gone say  i know  i know  i give my life right but you know you ain t promised tonight babygirl without you  i can t breathe  without you  i can t exist  without you  this world ain t got nothing for me i m coming home    chorus 2x 
He Will Supply,Kirk_Franklin,though your vessel be empty he will supply for his yoke is easy he will supply he will supply he will supply oh jesus said that he will supply  though your dreams feel like memories he will supply and some relationships are now empty he will supply he will supply he will supply oh jesus said that he will supply  so my friend don t you worry he will supply this is just temporary he will supply he will supply he will supply  oh jesus oh jesus my jesus sweet jesus yes jesus oh jesus said that he will supply  oh supply  x6   he said he will  x2  supply i know he will  x2  supply he told me he will  x2  supply he said he will  x2  supply
Jesus!,Kirk_Franklin,ooh  superstar never drove around in a fancy car kids looked at me funny momma she had no money but she always told me   baby  know who you are  i say ooh  don t you know it was hard always wearing my cousin s clothes can you hand me down a dream with those hand me down jeans  thought i d never make  but i made it y all   cause i had     jesus when i had nothing  had to struggle  and was up to no good jesus the reason i m still breathing is  cause jesus x3  i s crazy how you love me even when i don t love you like i should jesus x3   ooh  look at me i know i m now all i m supposed to be  i m gonna get it right  didn t get here overnight  so while you re waiting please wait patiently i say ooh  it s so sweet to know that you were always in love thought my game was clever  but no one can play me better than you you know you always win cause you re  jesus when i had nothing  had to struggle  and was up to no good jesus the reason i m still breathing is  cause jesus x3  i s crazy how you love me even when i don t love you like i should jesus x3   ooh when i think about your name i go ooh how you took away my pain i go ooh every night at the club ain t no wife at the club that jesus he be showing me love they said i wasn t gon  make it kirk i know how that sound it s only by his grace i can say  look at me now  if you love this joint right here i want you to call your radio station in the morning and i want you to tell em hey mr  dj can you play my favorite song   will you play my favorite   i heard it say it s gonna get better we gon  make it out the hood someday hey mr  dj i wanna hear that song about jesus i heard my mama crying  i gotta let her know he s gonna wipe her tears away you are listening to the sound of a brotha  who should be dead right now but i m so glad god didn t give up on me  ain t you glad he didn t give up on you  what s his name   jesus when i had nothing  had to struggle  and was up to no good jesus the reason i m still breathing is  cause jesus x3  i s crazy how you love me even when i don t love you like i should jesus x3 
I Am God,Kirk_Franklin,toby mac   huh   turn it up  kirk  gonna get his white boy on  god  i know you up to something  uhhh   i can see it all right now  woo    you pulling back my covers it s getting crazy  come on    think i m gonna walk away you re messing up my life today  wassup  this time i refuse to pray still you keep calling me  calling me  i don t wanna see your face the thing i love you erased  come on   nothing but an empty space now i don t know how to be i know it wasn t right for me yea   what you liking what you need i feel like i m in surgery still you cut deeper  my secrets within my blanket of sin lord how much longer  till ya through with me please take what you need  can i get up now    be still and know i am god be still and know i am god  loving you lord is my way everything you don t explain somethings i don t want to change so you keep breaking me  there you go   it s like i m fighting for my life  woo   you hit me with another light i feel like jacob in the night won t stop  till you bless me  my flesh and my will  yes father   is yours not to kill  to kill   bringing myself to you  come on   but living sacrifice is more  can i get up now   be still and know i am god  gotta know gotta know gotta know gotta know  be still and know  yea  i am god gotta know gotta know one more time   be still and know i am god  you are god  you are god  gotta know  gotta know   be still  be still  and know  and know  i am god  yea    if i could i d fly away from here but even when i m far you still are near i gotta get out  there s no way out  where is there to run there s no where to run  don t go don t go  don t go  can t go  no  no  no   whoa    you win   uh huh   i ve been trying to do it on my own   yes lord   but right now i gotta surrender you know what s best  say it like you mean it   it s not easy waiting on you it s not easy believing that you got this together but without faith it is impossible to please you  we recognize you   so i m gonna stand right here   we are still before you   you got me   we are still before you   you got me you got me  be still and know  we know   i am god  we gonna lift those hands i surrender to your authority god  i surrender   be still  we re still   and know  we know   i am god  i give you my will  gotta know  gotta  know  gotta know   be still  i m yours   and know  we know    i m yours   i am god  i m tired of living on my own  i m tired of living on my own   be still and know  we know   i am god  you are god  
It Would Take All Day,Kirk_Franklin, verse 1  it would take all day to tell you how i need you it was hard but now i m learning how to trust you and to know you more than just my friend cuz friendships sometimes end   verse 2  it would take all day to show you how i miss you when my own desires they still my heart from you and hurt you but still you say there s room that you want me close to you it s amazing   bridge  so incredible to me how you look past where i am and see where i will be though millions call your name you still make time for me that s incredible to me  x2    verse 3  it would take all day to tell you how i thank you for all those times in my life you ve come through i appreciate you no goodness of my own how you forget my wrong it s amazing   chorus  so incredible to me how to look past where i am and see where i will be though millions call your name you still make time for me that s incredible to me so incredible to me how birds that fly will testify you will supply my needs although my life will change your promises you keep that s incredible to me  me  to me  me  to me  me  to me  me    verse 4  if it takes all day to tell you i love you this heart that beats each fragile piece i give you it s for you before i knew my name our love was prearranged it s amazing   chorus  so incredible to me how to look past where i am and see where i will be thought millions call your name you still make time for me that s incredible to me so incredible to me how birds that fly will testify you will supply my needs although my life will change your promises you keep that s incredible to me  x3 
A Whole Nation,Kirk_Franklin,ladies and gentlemen i wanna introduce to you right now young donovan    he s eleven  mmmmm  the problem we re facing right now is we re losing our children  ooooooo  father s we need you  mmmmmm  can you feel me    chorus   it takes a whole nation to help me raise this generation when you look out of your window tell me what do you see if it s a world without a father then you re looking at me it takes a whole nation to help me raise this generation my respect to the mother s that be holdin  it down but it sure would be nice to have my daddy around   verse 1   all i need is one mic  one mic  i know you can see i m not a rapper but there s some dudes that are just like me every time you took a picture with you and your family it was only two people and it s supposed to be 3 it s supposed to be me asking  why s the sky blue when i grow up i wanna be like you  yo daddy can you teach me how to  tie my shoes can i go with you to work so i can see what you do   lemme see what you do so i can love my kids too but you didn t stick around was that too much to ask of you  too much to get a blueprint no  too much to show your way  no  that s the reason why this building is not finished still today we re lost boys  so you wanna believe that  my daddy s coming back he didn t forget about me  only child after school we just sit there and wait  i know he s gonna come  your dad is 78   chorus   it takes a whole nation  it takes a whole nation  to help me raise this generation when you look out of your window  look out this evening  tell me what do you see if it s a world without a father then you re looking at me  come on  it takes a whole nation  nation  to help me raise this generation  uh uh  my respect to the mother s that be holdin  it down but it d sure be nice to have my daddy around  daddy around    verse 2   check this out they say raising kids is the parents responsibility  mmmmm  but there s a million of y all and only one of me hey  what happened to the village as far as i can see it s been burned down by this modern day slavery   donovan   for 11 years i ve been living here i ve seen mamma cry more than 11 tears watchin  mamma see daddy while he slips away does jesus really hear kids when they pray    kirk   she s working to jobs she can t do it alone she shouldn t have to she didn t get knocked up on her own both  and i know that baby s mamma drama brothas it s real but before you close the door don t forget how it feels remember   donovan   daddy missed my game and i made a touchdown i won the talent show but you weren t around if a girl breaks my heart what do i do with this pain  and one more thing daddy  can you tell me my name    chorus   it takes a whole nation to help me raise this generation  i need my daddy  when you look out of your window tell me what do you see if it s a world without a father then you re looking at me  yay  it takes a whole nation  it s a million of us  to help me raise this generation  oh    uh    oh lord  my respect to the mother s that be holdin  it down but it d sure be nice to have my daddy around  everybody that didn t have a father in your life    i want you to stand up and sing this part right here  hey  tell em    bridge   ain t nothing gonna break me down  yes sir  can t let nobody take me down can t let nobody break me down me down  sing it  say it with me now  ain t nothing gonna break me down can t let nobody take me down can t let nobody break me down    me down  take me down no   sing it     bridge   ain t nothing gonna break me down  hey  can t let nobody take me down  nobody taught me  can t let nobody break me down    me down  break me down   i had to figure this thing out by myself    heaven can you hear me    ain t nothing gonna break me down can t let nobody take me down  can t you here we re lonely   come on  can t let nobody break me down    me down  i ll be their father    i ll be their man  come on   yay    chorus    if you feel me say yeah   it takes a whole nation  ain t nothing gonna break me down  to help me raise this generation if you feel me say yeah  can t let nobody take me down   i hear you people  when you look out of your window  can t let nobody break me down    me down  if you feel me say yeah  tell me what do you see if it s a world without a father  oh  then you re looking at me it takes a whole nation  i know   please lord  you can t take my joy devil   ain t nothing gonna break me down  to help me raise this generation  can t let nobody take me down  daddy could be there   sing it boy   my respect to the mother s that be holdin  it down  can t let nobody break me down    me down  daddy could be there    oh yea  but it d sure be nice to have my daddy around   oh   young donovan  hey  to be continued  ooooo  let s go  ohhh  taking care of your kids is cool  mmmmm  but if you ain t seen em since christmas  song drifts off 
Still in Love,Kirk_Franklin,that touch i felt was you i believe it  it felt like something you would do  how you  you keep reminding me  that you made me for yo  i knew that there would be some days  that cant be guaranteed to be blue its true  but then where would i be without opportunities to watch you change my broken life hear you tell me its gon  be alright now see your plans come together in ways i cant even explain  together we been through hard times but jesus i m still in love with you i ve had many loves in my life  but jesus you make me feel brand new you know its hard for me to believe  that you love me no matter what i do  so how i live  i hope you can see  that i m in love with you  the morning sun was you i appreciate it just what i needed to get through  cause you knew i had a stressful day gotta get away  with you jesus you you make me happy  if i wrote down all the things you do  the list would take forever i thought it might be better  to tell you why i smile is cause you you bring no drama in my life  it was dark but i can see the light now  everything is so beautiful to me  together we been through hard times but jesus i m still in love with you i ve had many loves in my life  but jesus you make me feel brand new you know its hard for me to believe  that you love me no matter what i do  so how i live  i hope you can see  that i m in love with you  hey dj turn it up it feels so good  to have somebody love you and your heart won t break  hey dj turn it up if you ve been through love  you re ready now to let go of yesterday  if you can hear me  get on up and get yourself together he s callin you  yessir  its all for you  yessir  if you don t know jesus is so in love with you  you you  throw them hands up c mon its for you you  get it get it don t stop its for you you  cant you feel it jesus its for you you  party people c mon its for you you  yea thats you just keep doing what you do no one does me like you do thats why i m so in love with you who  you yea thats you and if i have to go through as long i know i m with you i m gon  be alright tonight cause its on you  together we been through hard times but jesus i m still in love with you i ve had many loves in my life  but jesus you make me feel brand new you know its hard for me to believe  that you love me no matter what i do  so how i live  i hope you can see  that i m in love with you
Chains,Kirk_Franklin,chains  that try to bind me  chains  that won t let me go  oh chains  they keep me from trying  chains  please loose your stronghold  chains  though i try to surrender  chains  yet still i remember  whom the son sets free  is truly free indeed  lord free me from these chains    chains  and a heart full of sorrow  chains  i won t sleep well tonight because of these  chains  how i long for tomorrow  cause today  there are no tears left to cry  chains  though it feels cold as winter  chains  i will fight to remember  that by your stripes  i m healed  to your heart lord i appeal  please free me from these chains    of abuse  chains   of suicide  chains   pain from my past  chains   that robbed my peace of mind  chains   chains of divorce  chains   addiction and fear  oh chains   being afraid to die  chains   and afraid to live  chains   chains of depression  chains   haven t laughed in a while  chains   restore my joy  chains   and give me back my smile  ooh chains   i do love you jesus  chains   but not like i should  chains   i love you forever  chains   but not like i could  chains   have mercy on me  chains   can t go on this way  chains   save me i m lost  chains   help me believe what you say  chains   this is just a test  chains   though it s hard to see  chains   i surrender your will  chains   so now i ask you please  free me from these  oh please free me from these  oh free me from these    i know you can  you said you will  free me  jesus  i know you can  please if you will  free me  jesus  i believe you can  i believe you will  free me  jesus  so if you can  i pray you will  free me  jesus    please lord i m begging you  free me from  oh free me from  from these   free me from these  chains  x5 
Still (In Control),Kirk_Franklin, verse 1   lately i ve been thinkin  thinking  bout you and all the things i ve seen you go through your mother the kids and the problems at home sorry i wish i could fix what s wrong i hurt when you hurt and i cry when you cry even the deep ones sometimes wonder why am i going through i m waiting but still no use   chorus   he s still in control he s sovereign and he knows just how it feels to be afraid have folk you love walk away be still and know he s still in control   verse 2   lately depression your job and your life weighs on your mind all day and all night you know every scripture and what prayer to pray only a fool would think it ll all go away but there is a use for you there s a plan a high priest who knows and who understands what you cannot say just a little longer can you wait   chorus     bridge   don t know what tomorrow will bring or if this sickness will ever leave you can paint a perfect picture but will it ever look like it used to be see  one thing i know for sure this season made you stronger and more mature can t you see how far you ve come and when you look back it s gonna be worth it  oooh   chorus   he s still in control he s still in control he s still in control  repeat and fade out 
The Last Jesus,Kirk_Franklin,i see you  i need you  but i don t know your name i touch you  say i love you  but that s all you get for today it s easy  so easy  to tell you it s gon  be okay when i don t walk shoes  haven t been through what you been through instead i push you away sunday everyone looks like you but if our lives are cold inside tell me what s the use  if i say i love jesus  but you can t see my jesus my words are empty  if they can t see jesus in me no more excuses  i give myself away because i may be the only jesus they see  too busy  forgive me  i ve got problems of my own it s easier to say your help is on the way but i was your help all along we re shouting  we re dancing  but can the world see a change am i just too selfish to see  the love they need you put inside of me  if we say we love jesus  but they can t see our jesus tell me what s the use if they can t see jesus in you and me no more excuses  we give it all away because we may be the only jesus they see  if i am your hands and your feet  and if your church is built inside of me where did we go wrong  we been here too long  we can t see your face anymore it s not the same anymore  have mercy on us jesus  please forgive us jesus i lost my purpose  if they can t see you in me see i lied too long  and i change it all today because i may be  because i may be  the only jesus they see  the only jesus they see  the only jesus they see
Brighter Day,Kirk_Franklin,when i close my eyes and think of you  and reminisce on all the things you do  i can t imagine my life without you  it s like paradise now i know that it s real  um   it s a mystery for someone to give their life just for me  what you did on calvary  makes me wann love you more     chorus   i never knew i could be so happy  and i never knew i d be so secure because of your love  life has brand new meaning  it s gonna be a brighter day  brighter day    never thought that i would smile again   i never thought the dark clouds would end  never thought the dark clouds would end  never thought that i could have a friend  that would keep me never leave me alone  um   jesus you re my everything  the only one that makes my heart sing  heart sing   now i know what real love means  it s everlasting  lasting      chorus     nothing can compare to the joy ya bring an ever lasting love affair  jesus my life will never will be same i found someone who truly cares     chorus 
Imagine Me [*][Multimedia Track],Kirk_Franklin,imagine me  loving what i see when the mirror looks at me  cause i  i imagine me  in a place of no insecurities  and i m finally happy  cause  i imagine me    letting go of all of the ones who hurt me   cause they never did deserve me  can you imagine me   saying no to thoughts that try to control me  remembering all you told me  lord  can you imagine me   over what my mama said  and healed from what my daddy did  and i wanna live and not read that page again    imagine me  being free  trusting you totally  finally i can  imagine me  i admit it was hard to see  you being in love with someone like me  but finally i can  imagine me    being strong  and not letting people break me down  you won t get that joy this time around  can you imagine me  in a world  in a world  where nobody has to live afraid   because of your love  fear s gone away  can you imagine me     letting go of my past  and glad i have another chance  and my heart will dance   cause i don t have to read that page again    imagine me  being free  trusting you totally  finally i can  imagine me  i admit it was hard to see  you being in love with someone like me  but finally i can  imagine me    imagine me  being free  trusting you totally  finally i can  imagine me  i admit it was hard to see  you being in love with someone like me  but finally i can  imagine me    gone  gone  it s gone  all gone
Joy,Kirk_Franklin,joy  joy  god s great joy joy  joy  down in my soul sweet  beautiful  soul saving joy oh  joy  joy in my soul  joy  joy  god s great joy joy  joy  down in my soul oh  sweet  beautiful  soul saving joy oh  joy  joy in my soul  early in the morning  before the break of day i asked the lord to make me whole he holds me and the lord keeps me oh  joy  joy in my soul  listen  when i get weak and i can t go on thank you  jesus  i feel all my hope  all my joy is gone late in the midnight hour i talk to my god and he gives me joy  joy in my soul  thank you jesus   one of these all mornings   one of these all mornings it won t be very long you just might look for me  but i m going on home  listen  listen  i m going up to glory  oh yes  i am  where i m gonna sing and shout oh joy   oh joy  joy in my soul  can y all help me sing joy  joy  joy  god s great joy sing it like you mean it  joy  joy  down in my soul  down in my soul  it is sweet  beautiful  soul saving joy  oh  joy  joy in my soul  oh joy  joy in my soul   oh  joy  joy  in my soul  oh  joy  oh  joy  oh  joy  oh  joy  oh  joy  oh  joy  oh  joy  do you know what i call him  listen  the master s joy  the master s joy  my master  my master s joy  yeah  yeah  yeah   yeah listen  my savior s joy  my savior s joy  yes  he is  you know what else he is  the lily of the valley  the lily of the valley  joy  thank you  jesus  listen  alpha and omega  joy  alpha and omega  joy  listen  in the midnight hour  in the midnight hour  joy  you know he does  he gives me strength and power  he gives me strength and power  joy  listen what i like  listen  no food on the table  no food on the table  joy  thank you  jesus  i know that he is able  i know that he is able  joy  and you know i can t find the word to say  you what i say  hey hey hey  hey hey hey  joy  hey hey hey  joy oh  joy  oh  joy    hey  joy   do you have that joy  do you have that joy  the master s joy  the master s joy  my savior s joy  my savior s joy  the lily of the valley  the lily of the valley  joy  can i get a witness  can i get a witness  can i have some joy  oh  joy   oh joy  joy in my soul
